Index,Age,Overall,Weak Foot,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
15338,19,59,3.0,ST,32.0,59.0,49.0,48.0,53.0,63.0,58.0,27.0,42.0,55.0,75.0,79.0,68.0,56.0,68.0,59.0,57.0,62.0,58.0,54.0,53.0,10.0,55.0,58.0,59.0,58.0,12.0,19.0,20.0,5.0,11.0,13.0,8.0,11.0
15341,24,59,2.0,ST,28.0,57.0,60.0,50.0,42.0,48.0,30.0,29.0,44.0,53.0,48.0,61.0,43.0,67.0,50.0,63.0,53.0,60.0,73.0,51.0,72.0,21.0,61.0,46.0,55.0,56.0,25.0,24.0,23.0,13.0,8.0,9.0,5.0,6.0
15354,21,59,2.0,ST,26.0,58.0,68.0,54.0,41.0,53.0,30.0,25.0,50.0,54.0,54.0,49.0,46.0,59.0,35.0,52.0,46.0,61.0,79.0,47.0,53.0,18.0,60.0,54.0,50.0,54.0,40.0,23.0,23.0,8.0,7.0,14.0,5.0,7.0
15356,28,59,3.0,ST,33.0,62.0,55.0,48.0,47.0,52.0,34.0,60.0,32.0,58.0,63.0,57.0,62.0,57.0,57.0,60.0,65.0,66.0,74.0,55.0,34.0,13.0,56.0,47.0,64.0,46.0,20.0,16.0,15.0,13.0,11.0,9.0,13.0,11.0
15361,31,59,3.0,CF,30.0,60.0,52.0,62.0,55.0,62.0,46.0,42.0,50.0,61.0,68.0,57.0,70.0,53.0,65.0,52.0,61.0,51.0,68.0,52.0,40.0,18.0,50.0,67.0,62.0,55.0,33.0,10.0,13.0,13.0,8.0,5.0,10.0,7.0
15362,22,59,3.0,ST,39.0,62.0,54.0,55.0,49.0,60.0,42.0,33.0,40.0,57.0,68.0,69.0,63.0,59.0,65.0,57.0,62.0,63.0,50.0,60.0,31.0,18.0,57.0,49.0,60.0,58.0,18.0,16.0,14.0,11.0,6.0,6.0,10.0,10.0
15363,16,59,2.0,ST,38.0,66.0,50.0,54.0,60.0,68.0,52.0,34.0,39.0,59.0,71.0,68.0,58.0,53.0,68.0,59.0,59.0,59.0,48.0,59.0,30.0,12.0,48.0,54.0,71.0,48.0,22.0,15.0,20.0,9.0,9.0,11.0,10.0,9.0
15364,33,59,3.0,ST,52.0,57.0,56.0,56.0,50.0,56.0,46.0,50.0,50.0,55.0,53.0,64.0,60.0,59.0,58.0,61.0,68.0,72.0,76.0,50.0,54.0,44.0,59.0,60.0,54.0,61.0,39.0,44.0,39.0,6.0,7.0,11.0,16.0,11.0
15369,20,59,3.0,ST,37.0,63.0,62.0,59.0,47.0,51.0,49.0,39.0,42.0,51.0,68.0,66.0,61.0,59.0,56.0,57.0,65.0,68.0,62.0,54.0,28.0,17.0,54.0,53.0,68.0,54.0,20.0,17.0,14.0,15.0,14.0,8.0,9.0,10.0
15375,25,59,3.0,ST,32.0,61.0,64.0,58.0,41.0,59.0,38.0,30.0,49.0,58.0,80.0,77.0,67.0,52.0,74.0,50.0,63.0,54.0,64.0,54.0,28.0,17.0,49.0,49.0,69.0,58.0,25.0,11.0,14.0,10.0,12.0,7.0,14.0,9.0
15376,29,59,3.0,ST,47.0,59.0,52.0,59.0,55.0,56.0,57.0,44.0,53.0,55.0,56.0,57.0,67.0,55.0,51.0,65.0,55.0,56.0,61.0,56.0,57.0,54.0,60.0,55.0,34.0,57.0,27.0,37.0,35.0,13.0,6.0,11.0,11.0,15.0
15383,18,59,3.0,CF,45.0,61.0,42.0,53.0,50.0,60.0,51.0,55.0,35.0,62.0,77.0,70.0,79.0,51.0,91.0,51.0,63.0,56.0,37.0,49.0,26.0,20.0,64.0,58.0,64.0,43.0,22.0,18.0,16.0,11.0,15.0,6.0,13.0,11.0
15407,21,59,3.0,ST,36.0,53.0,52.0,46.0,35.0,67.0,33.0,26.0,27.0,61.0,75.0,79.0,73.0,55.0,71.0,59.0,67.0,62.0,64.0,48.0,32.0,19.0,58.0,44.0,55.0,43.0,19.0,12.0,16.0,9.0,6.0,14.0,14.0,7.0
15408,18,59,3.0,ST,53.0,58.0,51.0,62.0,53.0,64.0,52.0,56.0,45.0,65.0,73.0,68.0,67.0,46.0,64.0,55.0,53.0,54.0,61.0,52.0,35.0,27.0,55.0,48.0,49.0,41.0,22.0,24.0,26.0,13.0,13.0,8.0,8.0,8.0
15436,24,59,3.0,ST,33.0,59.0,59.0,58.0,40.0,57.0,35.0,32.0,28.0,60.0,44.0,58.0,63.0,55.0,58.0,60.0,62.0,61.0,73.0,57.0,54.0,14.0,60.0,50.0,63.0,54.0,22.0,19.0,17.0,13.0,10.0,8.0,13.0,6.0
15438,24,59,2.0,ST,54.0,56.0,46.0,49.0,50.0,60.0,42.0,61.0,48.0,60.0,84.0,82.0,74.0,50.0,68.0,62.0,84.0,53.0,55.0,58.0,31.0,23.0,54.0,46.0,58.0,53.0,47.0,30.0,29.0,10.0,12.0,14.0,15.0,7.0
15454,22,59,3.0,ST,33.0,63.0,67.0,48.0,44.0,62.0,41.0,39.0,39.0,60.0,56.0,55.0,57.0,53.0,67.0,62.0,66.0,55.0,50.0,57.0,31.0,15.0,53.0,50.0,73.0,45.0,19.0,18.0,15.0,5.0,15.0,8.0,10.0,11.0
15456,23,59,3.0,ST,50.0,58.0,56.0,55.0,42.0,60.0,40.0,31.0,40.0,60.0,80.0,78.0,72.0,57.0,70.0,50.0,60.0,61.0,72.0,52.0,46.0,11.0,52.0,49.0,59.0,50.0,11.0,14.0,11.0,8.0,8.0,7.0,12.0,12.0
15465,17,59,3.0,ST,36.0,66.0,66.0,52.0,48.0,55.0,41.0,36.0,33.0,61.0,59.0,52.0,49.0,49.0,62.0,56.0,62.0,62.0,60.0,49.0,54.0,22.0,55.0,53.0,62.0,49.0,55.0,26.0,27.0,8.0,10.0,8.0,6.0,8.0
15479,35,59,3.0,ST,32.0,60.0,57.0,53.0,61.0,58.0,58.0,35.0,40.0,52.0,55.0,56.0,55.0,61.0,67.0,63.0,65.0,51.0,64.0,59.0,60.0,20.0,59.0,39.0,61.0,53.0,24.0,26.0,25.0,6.0,15.0,14.0,12.0,13.0
15482,20,59,3.0,ST,37.0,60.0,57.0,55.0,54.0,55.0,50.0,43.0,45.0,57.0,60.0,60.0,62.0,54.0,60.0,59.0,65.0,55.0,67.0,55.0,35.0,25.0,58.0,56.0,60.0,55.0,28.0,27.0,30.0,15.0,12.0,10.0,6.0,10.0
15492,25,59,3.0,ST,27.0,61.0,64.0,42.0,53.0,46.0,30.0,32.0,30.0,51.0,52.0,60.0,46.0,58.0,39.0,58.0,42.0,70.0,79.0,46.0,67.0,11.0,60.0,46.0,56.0,52.0,28.0,13.0,18.0,11.0,14.0,15.0,7.0,12.0
15496,18,59,2.0,ST,37.0,62.0,55.0,56.0,56.0,61.0,59.0,41.0,48.0,58.0,63.0,64.0,62.0,61.0,63.0,65.0,56.0,58.0,47.0,63.0,36.0,17.0,48.0,62.0,60.0,56.0,22.0,19.0,18.0,8.0,9.0,11.0,11.0,12.0
15509,23,59,3.0,ST,55.0,57.0,61.0,49.0,55.0,57.0,23.0,23.0,45.0,54.0,57.0,60.0,44.0,55.0,50.0,60.0,61.0,67.0,76.0,54.0,55.0,50.0,60.0,40.0,29.0,55.0,23.0,40.0,13.0,15.0,18.0,10.0,15.0,17.0
15518,22,59,3.0,ST,40.0,63.0,57.0,54.0,43.0,61.0,40.0,34.0,33.0,56.0,70.0,75.0,64.0,52.0,68.0,58.0,58.0,61.0,55.0,64.0,29.0,19.0,49.0,47.0,66.0,51.0,19.0,16.0,21.0,9.0,13.0,11.0,13.0,11.0
15526,27,59,3.0,ST,50.0,57.0,49.0,44.0,63.0,54.0,55.0,42.0,35.0,59.0,68.0,66.0,68.0,69.0,55.0,55.0,61.0,73.0,67.0,45.0,68.0,20.0,62.0,54.0,62.0,41.0,30.0,18.0,16.0,16.0,13.0,14.0,9.0,11.0
15528,21,59,3.0,LS,53.0,58.0,54.0,61.0,48.0,60.0,45.0,36.0,55.0,56.0,60.0,65.0,67.0,48.0,64.0,59.0,71.0,66.0,67.0,53.0,70.0,31.0,58.0,50.0,40.0,48.0,30.0,37.0,35.0,8.0,9.0,10.0,5.0,6.0
15530,23,59,2.0,LS,52.0,59.0,59.0,51.0,43.0,59.0,57.0,33.0,39.0,61.0,56.0,66.0,66.0,53.0,67.0,62.0,83.0,39.0,65.0,56.0,31.0,14.0,57.0,52.0,60.0,46.0,47.0,30.0,19.0,14.0,8.0,10.0,9.0,7.0
15546,22,59,3.0,ST,40.0,68.0,60.0,45.0,50.0,54.0,43.0,32.0,38.0,56.0,66.0,69.0,71.0,58.0,69.0,56.0,60.0,55.0,60.0,58.0,32.0,17.0,50.0,47.0,68.0,50.0,27.0,16.0,17.0,14.0,6.0,13.0,9.0,13.0
15579,22,59,2.0,ST,38.0,63.0,58.0,43.0,42.0,56.0,40.0,30.0,34.0,54.0,70.0,68.0,63.0,53.0,60.0,56.0,57.0,48.0,68.0,58.0,70.0,19.0,56.0,52.0,62.0,56.0,15.0,13.0,21.0,11.0,11.0,6.0,14.0,11.0
15596,21,59,4.0,ST,39.0,60.0,55.0,48.0,49.0,56.0,47.0,39.0,37.0,54.0,84.0,86.0,65.0,52.0,73.0,56.0,58.0,58.0,49.0,58.0,38.0,15.0,54.0,52.0,50.0,53.0,16.0,18.0,17.0,15.0,14.0,12.0,6.0,9.0
15606,24,59,2.0,ST,40.0,62.0,44.0,53.0,54.0,52.0,48.0,40.0,50.0,58.0,75.0,65.0,57.0,58.0,70.0,61.0,57.0,62.0,69.0,55.0,61.0,32.0,59.0,48.0,44.0,54.0,30.0,41.0,36.0,15.0,11.0,14.0,15.0,11.0
15621,17,59,3.0,CF,59.0,50.0,45.0,60.0,35.0,65.0,46.0,38.0,54.0,68.0,78.0,79.0,89.0,47.0,86.0,54.0,55.0,55.0,65.0,39.0,65.0,32.0,54.0,55.0,42.0,50.0,26.0,38.0,41.0,6.0,12.0,7.0,7.0,10.0
15628,18,59,3.0,ST,35.0,58.0,62.0,56.0,44.0,55.0,46.0,40.0,37.0,54.0,67.0,67.0,57.0,55.0,78.0,60.0,66.0,53.0,58.0,54.0,32.0,21.0,60.0,46.0,69.0,53.0,17.0,22.0,22.0,7.0,9.0,14.0,7.0,15.0
15631,25,59,3.0,ST,26.0,57.0,57.0,41.0,53.0,61.0,41.0,45.0,40.0,54.0,82.0,82.0,50.0,49.0,56.0,53.0,55.0,42.0,68.0,51.0,33.0,16.0,62.0,41.0,64.0,45.0,31.0,13.0,11.0,13.0,8.0,14.0,7.0,11.0
15634,23,59,2.0,ST,29.0,59.0,64.0,37.0,53.0,57.0,39.0,35.0,27.0,62.0,43.0,48.0,56.0,46.0,49.0,67.0,66.0,45.0,76.0,47.0,63.0,22.0,60.0,41.0,55.0,53.0,25.0,15.0,17.0,8.0,12.0,11.0,5.0,14.0
15644,28,59,2.0,ST,56.0,62.0,48.0,52.0,52.0,67.0,50.0,39.0,57.0,64.0,65.0,68.0,71.0,56.0,70.0,60.0,64.0,62.0,59.0,48.0,46.0,28.0,52.0,55.0,53.0,53.0,37.0,29.0,35.0,12.0,8.0,15.0,10.0,11.0
15645,18,59,3.0,ST,52.0,64.0,51.0,55.0,53.0,62.0,43.0,42.0,38.0,58.0,66.0,59.0,62.0,59.0,79.0,60.0,56.0,51.0,51.0,58.0,34.0,15.0,56.0,46.0,65.0,49.0,41.0,11.0,16.0,10.0,13.0,7.0,11.0,8.0
15647,19,59,3.0,ST,37.0,68.0,53.0,54.0,55.0,69.0,52.0,38.0,46.0,52.0,67.0,64.0,62.0,55.0,58.0,62.0,58.0,62.0,60.0,54.0,32.0,18.0,43.0,56.0,69.0,55.0,34.0,15.0,16.0,11.0,12.0,14.0,10.0,10.0
15659,19,59,2.0,ST,39.0,61.0,60.0,45.0,47.0,62.0,39.0,37.0,33.0,58.0,67.0,64.0,55.0,55.0,57.0,58.0,64.0,62.0,68.0,56.0,32.0,14.0,52.0,51.0,56.0,46.0,24.0,18.0,18.0,6.0,11.0,12.0,12.0,13.0
15663,24,59,2.0,ST,36.0,62.0,66.0,47.0,43.0,60.0,47.0,40.0,41.0,60.0,60.0,55.0,56.0,54.0,78.0,55.0,62.0,53.0,43.0,62.0,31.0,12.0,58.0,48.0,66.0,49.0,55.0,20.0,15.0,14.0,9.0,9.0,9.0,9.0
15674,21,59,3.0,ST,34.0,67.0,58.0,51.0,44.0,59.0,44.0,36.0,38.0,55.0,72.0,69.0,55.0,60.0,75.0,61.0,56.0,56.0,44.0,59.0,31.0,12.0,47.0,53.0,64.0,54.0,15.0,21.0,14.0,14.0,13.0,10.0,14.0,10.0
15683,18,59,4.0,ST,35.0,69.0,61.0,47.0,46.0,58.0,48.0,38.0,35.0,55.0,67.0,65.0,56.0,55.0,81.0,53.0,63.0,57.0,34.0,55.0,32.0,17.0,59.0,47.0,71.0,47.0,19.0,14.0,19.0,7.0,13.0,12.0,13.0,9.0
15695,21,59,3.0,ST,30.0,65.0,70.0,48.0,49.0,47.0,31.0,24.0,33.0,51.0,61.0,65.0,49.0,53.0,50.0,50.0,62.0,63.0,81.0,46.0,54.0,17.0,57.0,42.0,57.0,55.0,17.0,25.0,25.0,12.0,6.0,15.0,11.0,6.0
15711,23,59,3.0,ST,36.0,47.0,63.0,62.0,45.0,60.0,34.0,38.0,51.0,64.0,74.0,69.0,68.0,56.0,44.0,51.0,58.0,57.0,78.0,49.0,44.0,36.0,56.0,47.0,50.0,57.0,30.0,32.0,31.0,14.0,6.0,5.0,12.0,11.0
15713,21,59,3.0,ST,32.0,58.0,56.0,51.0,47.0,52.0,38.0,30.0,30.0,53.0,75.0,77.0,64.0,55.0,65.0,59.0,62.0,62.0,63.0,53.0,45.0,20.0,56.0,37.0,61.0,53.0,29.0,18.0,18.0,16.0,10.0,14.0,12.0,8.0
15722,21,59,3.0,ST,35.0,60.0,53.0,51.0,50.0,63.0,48.0,30.0,47.0,57.0,73.0,75.0,71.0,55.0,71.0,56.0,53.0,60.0,60.0,53.0,28.0,33.0,50.0,46.0,61.0,47.0,26.0,12.0,21.0,7.0,13.0,6.0,12.0,8.0
15726,26,59,3.0,RS,51.0,61.0,52.0,57.0,46.0,63.0,52.0,50.0,44.0,62.0,64.0,66.0,71.0,53.0,73.0,55.0,66.0,60.0,57.0,56.0,34.0,17.0,58.0,57.0,47.0,56.0,30.0,19.0,14.0,13.0,12.0,9.0,7.0,11.0
15728,17,59,2.0,ST,40.0,60.0,60.0,50.0,40.0,55.0,42.0,35.0,40.0,52.0,65.0,74.0,62.0,55.0,76.0,60.0,64.0,58.0,47.0,55.0,40.0,20.0,60.0,48.0,67.0,50.0,42.0,25.0,20.0,14.0,12.0,13.0,10.0,10.0
15729,22,59,3.0,LS,46.0,59.0,50.0,56.0,49.0,62.0,33.0,33.0,52.0,62.0,78.0,77.0,58.0,48.0,63.0,60.0,63.0,58.0,65.0,51.0,68.0,22.0,57.0,49.0,58.0,47.0,32.0,21.0,20.0,12.0,8.0,14.0,14.0,9.0
15733,21,59,2.0,ST,40.0,59.0,57.0,47.0,46.0,57.0,39.0,41.0,36.0,55.0,63.0,69.0,64.0,53.0,50.0,65.0,70.0,63.0,67.0,45.0,40.0,17.0,61.0,48.0,54.0,58.0,19.0,28.0,26.0,10.0,6.0,11.0,9.0,7.0
15735,28,59,3.0,CF,58.0,56.0,48.0,56.0,70.0,62.0,52.0,42.0,48.0,61.0,64.0,69.0,70.0,62.0,68.0,68.0,69.0,82.0,60.0,52.0,36.0,16.0,55.0,49.0,55.0,57.0,20.0,24.0,22.0,9.0,12.0,10.0,11.0,7.0
15739,22,59,3.0,ST,22.0,64.0,58.0,51.0,47.0,45.0,31.0,23.0,21.0,53.0,61.0,69.0,51.0,53.0,60.0,63.0,59.0,56.0,63.0,42.0,34.0,16.0,61.0,43.0,61.0,54.0,10.0,17.0,14.0,12.0,15.0,8.0,9.0,14.0
15743,20,59,3.0,ST,25.0,64.0,47.0,54.0,36.0,61.0,48.0,26.0,24.0,59.0,68.0,66.0,68.0,50.0,66.0,59.0,69.0,58.0,54.0,52.0,33.0,11.0,63.0,41.0,62.0,62.0,31.0,17.0,21.0,12.0,6.0,12.0,9.0,8.0
15746,16,59,5.0,ST,45.0,68.0,57.0,41.0,42.0,62.0,35.0,50.0,35.0,51.0,72.0,76.0,60.0,65.0,75.0,51.0,63.0,70.0,47.0,47.0,34.0,17.0,55.0,49.0,67.0,55.0,13.0,18.0,20.0,9.0,9.0,14.0,12.0,5.0
15759,21,59,3.0,ST,38.0,61.0,49.0,50.0,55.0,58.0,21.0,23.0,35.0,60.0,84.0,80.0,72.0,50.0,65.0,58.0,57.0,72.0,67.0,48.0,44.0,19.0,53.0,40.0,48.0,42.0,42.0,13.0,17.0,14.0,12.0,13.0,16.0,12.0
15767,19,59,4.0,ST,27.0,62.0,56.0,44.0,48.0,63.0,38.0,28.0,29.0,64.0,66.0,67.0,65.0,46.0,54.0,56.0,65.0,62.0,62.0,48.0,28.0,12.0,55.0,39.0,58.0,50.0,14.0,13.0,14.0,13.0,10.0,8.0,10.0,6.0
15776,21,59,3.0,ST,32.0,60.0,55.0,38.0,48.0,62.0,35.0,31.0,24.0,49.0,63.0,72.0,56.0,48.0,49.0,64.0,54.0,64.0,76.0,51.0,58.0,18.0,58.0,35.0,46.0,44.0,24.0,17.0,17.0,13.0,13.0,13.0,10.0,10.0
15781,26,59,3.0,ST,28.0,60.0,65.0,42.0,50.0,60.0,40.0,32.0,30.0,48.0,55.0,61.0,51.0,56.0,33.0,57.0,70.0,46.0,83.0,60.0,32.0,13.0,55.0,50.0,68.0,42.0,13.0,14.0,18.0,7.0,9.0,14.0,11.0,12.0
15783,24,59,3.0,ST,45.0,58.0,60.0,41.0,46.0,53.0,28.0,22.0,34.0,56.0,83.0,84.0,69.0,45.0,65.0,51.0,72.0,68.0,76.0,55.0,53.0,24.0,55.0,53.0,59.0,49.0,45.0,25.0,25.0,8.0,10.0,13.0,12.0,11.0
15787,26,59,2.0,ST,40.0,58.0,58.0,49.0,56.0,47.0,45.0,35.0,37.0,53.0,60.0,62.0,67.0,54.0,54.0,62.0,61.0,69.0,79.0,52.0,62.0,40.0,61.0,43.0,52.0,54.0,27.0,42.0,33.0,12.0,13.0,13.0,15.0,12.0
15791,20,59,3.0,ST,36.0,64.0,67.0,47.0,42.0,52.0,43.0,33.0,33.0,54.0,61.0,55.0,58.0,55.0,59.0,58.0,61.0,60.0,58.0,57.0,32.0,20.0,59.0,54.0,64.0,51.0,22.0,20.0,13.0,12.0,6.0,14.0,13.0,6.0
15793,16,59,3.0,ST,37.0,57.0,44.0,57.0,46.0,61.0,34.0,36.0,55.0,60.0,92.0,92.0,77.0,43.0,88.0,57.0,91.0,76.0,57.0,56.0,62.0,38.0,59.0,59.0,40.0,58.0,27.0,38.0,37.0,14.0,15.0,14.0,14.0,7.0
15797,20,59,3.0,ST,34.0,66.0,61.0,42.0,40.0,44.0,41.0,27.0,35.0,55.0,69.0,68.0,60.0,57.0,79.0,67.0,63.0,56.0,39.0,63.0,31.0,21.0,59.0,42.0,63.0,47.0,33.0,31.0,26.0,11.0,8.0,14.0,12.0,5.0
15798,21,59,4.0,CF,57.0,60.0,48.0,54.0,58.0,61.0,60.0,51.0,47.0,60.0,76.0,84.0,75.0,51.0,68.0,64.0,70.0,73.0,67.0,55.0,34.0,10.0,55.0,47.0,54.0,53.0,37.0,13.0,15.0,5.0,12.0,6.0,9.0,7.0
15803,18,59,3.0,ST,56.0,61.0,56.0,62.0,59.0,60.0,57.0,62.0,52.0,59.0,78.0,76.0,70.0,44.0,61.0,51.0,58.0,50.0,52.0,48.0,30.0,21.0,59.0,59.0,65.0,56.0,15.0,31.0,22.0,14.0,7.0,9.0,8.0,9.0
15805,18,59,3.0,ST,45.0,57.0,56.0,52.0,55.0,54.0,51.0,43.0,45.0,55.0,76.0,76.0,69.0,53.0,67.0,58.0,79.0,67.0,69.0,50.0,51.0,13.0,55.0,52.0,57.0,58.0,20.0,17.0,17.0,8.0,10.0,5.0,10.0,7.0
15808,23,59,3.0,ST,25.0,64.0,61.0,37.0,47.0,59.0,33.0,28.0,32.0,59.0,60.0,58.0,57.0,45.0,62.0,59.0,68.0,63.0,72.0,55.0,60.0,12.0,56.0,46.0,60.0,47.0,12.0,18.0,17.0,14.0,11.0,11.0,7.0,12.0
15813,20,59,2.0,ST,29.0,66.0,70.0,52.0,53.0,49.0,39.0,35.0,31.0,59.0,44.0,48.0,49.0,49.0,62.0,62.0,70.0,50.0,67.0,53.0,53.0,21.0,52.0,46.0,65.0,49.0,21.0,21.0,27.0,5.0,15.0,7.0,10.0,13.0
15824,25,59,3.0,CF,54.0,48.0,38.0,60.0,47.0,67.0,49.0,35.0,45.0,62.0,79.0,74.0,90.0,55.0,89.0,56.0,79.0,66.0,45.0,42.0,43.0,19.0,52.0,57.0,51.0,57.0,34.0,30.0,19.0,9.0,9.0,10.0,7.0,12.0
15825,21,59,3.0,ST,28.0,60.0,54.0,46.0,47.0,55.0,45.0,38.0,37.0,54.0,70.0,66.0,65.0,56.0,58.0,62.0,65.0,65.0,71.0,55.0,34.0,18.0,55.0,51.0,58.0,51.0,38.0,20.0,16.0,9.0,12.0,9.0,13.0,13.0
15830,27,58,3.0,ST,45.0,59.0,52.0,48.0,66.0,62.0,45.0,35.0,49.0,60.0,62.0,63.0,57.0,54.0,61.0,55.0,63.0,55.0,62.0,56.0,28.0,15.0,56.0,59.0,57.0,48.0,16.0,28.0,26.0,14.0,12.0,13.0,6.0,13.0
15832,24,58,3.0,ST,40.0,58.0,53.0,44.0,49.0,56.0,49.0,52.0,33.0,57.0,72.0,67.0,66.0,55.0,69.0,56.0,60.0,65.0,57.0,54.0,46.0,17.0,63.0,49.0,53.0,58.0,42.0,17.0,18.0,15.0,10.0,7.0,16.0,7.0
15834,25,58,3.0,ST,27.0,61.0,63.0,59.0,39.0,62.0,37.0,29.0,56.0,57.0,63.0,64.0,72.0,47.0,61.0,61.0,55.0,68.0,57.0,58.0,31.0,18.0,45.0,46.0,56.0,46.0,36.0,10.0,10.0,6.0,8.0,10.0,14.0,15.0
15841,22,58,2.0,ST,39.0,63.0,65.0,48.0,46.0,55.0,42.0,30.0,39.0,52.0,61.0,51.0,56.0,47.0,90.0,55.0,91.0,55.0,63.0,54.0,41.0,18.0,58.0,54.0,65.0,52.0,35.0,16.0,19.0,9.0,7.0,14.0,9.0,11.0
15848,21,58,2.0,ST,28.0,59.0,57.0,41.0,43.0,56.0,34.0,32.0,28.0,53.0,63.0,65.0,56.0,54.0,59.0,60.0,59.0,38.0,64.0,57.0,29.0,11.0,55.0,48.0,62.0,48.0,16.0,17.0,18.0,11.0,12.0,11.0,8.0,9.0
15850,18,58,3.0,ST,49.0,58.0,64.0,52.0,49.0,56.0,43.0,33.0,37.0,54.0,56.0,68.0,53.0,49.0,50.0,54.0,65.0,55.0,63.0,49.0,48.0,25.0,60.0,42.0,47.0,48.0,22.0,22.0,13.0,7.0,10.0,7.0,10.0,9.0
15857,22,58,3.0,ST,31.0,57.0,57.0,50.0,49.0,56.0,52.0,39.0,39.0,57.0,69.0,72.0,72.0,49.0,75.0,57.0,62.0,51.0,56.0,56.0,43.0,18.0,57.0,47.0,65.0,44.0,16.0,21.0,13.0,8.0,12.0,13.0,8.0,10.0
15867,21,58,3.0,ST,34.0,61.0,61.0,60.0,55.0,57.0,49.0,29.0,40.0,56.0,51.0,61.0,58.0,51.0,61.0,60.0,57.0,59.0,62.0,45.0,28.0,20.0,51.0,46.0,57.0,49.0,18.0,15.0,12.0,6.0,15.0,13.0,9.0,7.0
15871,20,58,3.0,ST,33.0,61.0,56.0,50.0,40.0,58.0,41.0,33.0,28.0,52.0,65.0,65.0,66.0,51.0,70.0,64.0,67.0,52.0,66.0,51.0,33.0,25.0,51.0,44.0,55.0,43.0,29.0,24.0,23.0,10.0,11.0,10.0,7.0,14.0
15880,24,58,3.0,ST,32.0,57.0,55.0,40.0,45.0,52.0,36.0,29.0,27.0,58.0,69.0,69.0,53.0,45.0,65.0,60.0,67.0,50.0,79.0,55.0,65.0,15.0,60.0,44.0,58.0,43.0,28.0,18.0,11.0,7.0,8.0,9.0,13.0,9.0
15884,31,58,3.0,ST,29.0,60.0,45.0,53.0,50.0,51.0,62.0,31.0,33.0,55.0,70.0,78.0,63.0,55.0,67.0,59.0,68.0,51.0,73.0,58.0,31.0,12.0,49.0,47.0,66.0,51.0,23.0,12.0,14.0,10.0,13.0,13.0,6.0,13.0
15889,20,58,2.0,ST,40.0,59.0,45.0,48.0,56.0,62.0,50.0,46.0,43.0,64.0,62.0,61.0,70.0,55.0,67.0,58.0,63.0,58.0,63.0,57.0,52.0,22.0,54.0,49.0,53.0,48.0,25.0,25.0,20.0,16.0,14.0,16.0,15.0,8.0
15906,18,58,3.0,ST,39.0,60.0,67.0,48.0,45.0,56.0,39.0,38.0,34.0,53.0,64.0,63.0,51.0,59.0,78.0,56.0,68.0,54.0,37.0,61.0,29.0,18.0,57.0,50.0,67.0,53.0,15.0,20.0,15.0,7.0,14.0,8.0,9.0,13.0
15911,21,58,3.0,ST,45.0,58.0,45.0,52.0,49.0,62.0,51.0,33.0,39.0,59.0,71.0,73.0,72.0,52.0,82.0,56.0,58.0,72.0,62.0,52.0,42.0,34.0,57.0,52.0,60.0,50.0,25.0,28.0,26.0,10.0,12.0,14.0,14.0,11.0
15914,19,58,3.0,ST,35.0,58.0,51.0,52.0,43.0,52.0,43.0,35.0,37.0,63.0,56.0,62.0,76.0,60.0,67.0,57.0,62.0,69.0,65.0,63.0,32.0,15.0,54.0,54.0,68.0,50.0,34.0,23.0,14.0,8.0,15.0,10.0,7.0,14.0
15917,20,58,3.0,ST,25.0,62.0,70.0,53.0,48.0,52.0,30.0,26.0,43.0,51.0,55.0,55.0,53.0,52.0,55.0,55.0,66.0,60.0,66.0,52.0,53.0,25.0,55.0,47.0,61.0,44.0,18.0,18.0,23.0,5.0,12.0,7.0,15.0,7.0
15920,22,58,3.0,ST,29.0,58.0,61.0,52.0,47.0,55.0,42.0,32.0,48.0,54.0,59.0,62.0,63.0,52.0,60.0,56.0,79.0,59.0,69.0,55.0,27.0,14.0,55.0,48.0,59.0,54.0,38.0,12.0,14.0,14.0,6.0,10.0,10.0,13.0
15944,21,58,3.0,ST,29.0,51.0,63.0,53.0,49.0,57.0,31.0,28.0,28.0,64.0,54.0,58.0,54.0,51.0,49.0,56.0,70.0,58.0,86.0,41.0,40.0,17.0,53.0,50.0,53.0,62.0,23.0,20.0,20.0,13.0,10.0,7.0,6.0,7.0
15959,21,58,3.0,ST,34.0,63.0,50.0,37.0,37.0,53.0,47.0,34.0,26.0,47.0,78.0,76.0,67.0,55.0,67.0,57.0,69.0,65.0,73.0,50.0,28.0,18.0,55.0,43.0,57.0,52.0,22.0,16.0,10.0,9.0,12.0,12.0,14.0,11.0
15960,18,58,3.0,ST,31.0,63.0,61.0,43.0,37.0,50.0,37.0,30.0,30.0,56.0,59.0,61.0,54.0,51.0,50.0,55.0,64.0,54.0,65.0,53.0,49.0,16.0,58.0,45.0,60.0,49.0,19.0,20.0,16.0,7.0,6.0,9.0,15.0,11.0
